Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
G01054	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01055	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01056	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01057	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01058	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01059	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01064	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01066	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01067	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01068	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01069	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01070	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01071	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01073	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01074	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01075	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
G01076	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01079	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
